Type,Section Lenght,Radius
Right,1,47.823
Right,1,45.724
Right,1,44.184
Right,1,42.862
Right,1,42.291
Right,1,42.007
Right,1,42.871
Right,1,42.013
Right,1,42.447
Right,1,41.9
Right,1,44.92
Right,1,43.909
Right,1,45.993
Right,1,44.564
Right,1,45.074
Right,1,44.377
Right,1,43.58
Right,1,44.983
Right,1,50.197
Right,1,56.525
Right,1,61.241
Right,1,56.144
Right,1,48.715
Right,1,53.086
Right,1,58.505
Right,1,68.778
Right,1,79.897
Right,1,65.987
Right,1,59.855
Right,1,50.885
Right,1,50.36
Right,1,52.33
Right,1,63.947
Right,1,64.604
Right,1,66.419
Right,1,64.781
Right,1,62.611
Right,1,65.064
Right,1,64.236
Right,1,68.528
Right,1,67.607
Right,1,69.527
Right,1,69.122
Right,1,72.704
Right,1,77.461
Right,1,79.608
Right,1,84.344
Right,1,85.053
Right,1,89.393
Right,1,86.949
Right,1,94.067
Right,1,95.243
Right,1,97.154
Right,1,98.114
Right,1,97.469
Right,1,96.676
Right,1,96.431
Right,1,100.677
Right,1,104.695
Right,1,113.175
Right,1,117.125
Right,1,123.385
Right,1,116.577
Right,1,119.284
Right,1,120.694
Right,1,122.388
Right,1,128.78
Right,1,130.505
Right,1,140.429
Right,1,135.752
Right,1,136.216
Right,1,127.367
Right,1,124.001
Right,1,125.046
Right,1,133.761
Right,1,150.186
Right,1,168.618
Right,1,208.561
Right,1,224.709
Right,1,254.899
Right,1,249.569
Right,1,263.609
Right,1,274.296
Right,1,277.784
Right,1,284.043
Right,1,275.847
Right,1,323.198
Right,1,304.921
Right,1,407.186
Right,1,386.654
Right,1,440.365
Right,1,470.003
Right,1,529.192
Right,1,594.634
Right,1,516.063
Right,1,691.541
Right,1,542.785
Right,1,737.275
Right,1,568.959
Right,1,678.204
Right,1,744.184
Right,1,1078.477
Right,1,1516.632
Right,1,1877.268
Straight,1,0
Right,1,1200.318
Straight,1,0
Straight,1,0
Right,1,793.062
Right,1,1079.723
Right,1,1549.134
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1711.276
Straight,1,0
Left,1,1581.79
Left,1,1883.985
Left,1,1479.18
Left,1,1736.575
Left,1,1607.328
Left,1,1755.617
Left,1,1752.615
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1741.983
Straight,1,0
Left,1,1900.518
Straight,1,0
Left,1,1766.296
Left,1,1923.131
Left,1,1921.11
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1816.685
Left,1,1571.917
Left,1,1581.737
Left,1,1575.914
Left,1,1830.971
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1863.107
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1717.825
Straight,1,0
Straight,1,0
Left,1,1752.183
Left,1,1615.245
Straight,1,0
Straight,1,0
Left,1,1565.45
Left,1,1808.79
Straight,1,0
Left,1,1463.802
Left,1,1243.393
Straight,1,0
Straight,1,0
Left,1,1155.543
Left,1,1696.871
Left,1,1211.646
Left,1,903.387
Left,1,1060.191
Left,1,1214.342
Left,1,922.224
Left,1,1074.503
Left,1,1125.435
Left,1,990.644
Left,1,993.384
Left,1,1124.319
Left,1,1037.799
Left,1,1187.252
Left,1,1453.476
Left,1,1548.271
Left,1,1640.724
Left,1,1882.099
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Right,1,1598.356
Right,1,1391.636
Right,1,1165.765
Right,1,1351.962
Right,1,1192.867
Right,1,1050.212
Right,1,1004.436
Right,1,740.867
Right,1,697.449
Right,1,739.043
Right,1,590.578
Right,1,476.384
Right,1,545.637
Right,1,535.805
Right,1,612.365
Right,1,717.787
Right,1,639.522
Right,1,653.972
Right,1,697.357
Right,1,644.99
Right,1,608.141
Right,1,626.834
Right,1,651.705
Right,1,672.434
Right,1,708.461
Right,1,372.513
Right,1,329.783
Right,1,293.193
Right,1,257.527
Right,1,297.947
Right,1,275.744
Right,1,320.553
Right,1,212.779
Right,1,195.671
Right,1,194.691
Right,1,178.496
Right,1,185.583
Right,1,171.49
Right,1,168.35
Right,1,159.504
Right,1,165.473
Right,1,173.186
Right,1,172.362
Right,1,180.548
Right,1,185.963
Right,1,171.047
Right,1,148.775
Right,1,138.508
Right,1,136.94
Right,1,140.425
Right,1,133.318
Right,1,149.205
Right,1,98.964
Right,1,121.22
Right,1,87.736
Right,1,98.73
Right,1,84.306
Right,1,96.299
Right,1,91.684
Right,1,88.752
Right,1,95.751
Right,1,90.692
Right,1,89.237
Right,1,81.247
Right,1,83.168
Right,1,74.543
Right,1,73.745
Right,1,76.212
Right,1,83.413
Right,1,83.863
Right,1,84.85
Right,1,78.064
Right,1,68.43
Right,1,62.054
Right,1,59.045
Right,1,59.374
Right,1,62.337
Right,1,68.369
Right,1,68.398
Right,1,64.61
Right,1,58.059
Right,1,53.409
Right,1,53.464
Right,1,53.321
Right,1,54.744
Right,1,57.541
Right,1,57.339
Right,1,54.234
Right,1,49.434
Right,1,46.797
Right,1,47.5
Right,1,52.259
Right,1,55.075
Right,1,51.609
Right,1,48.98
Right,1,47.469
Right,1,46.326
Right,1,50.145
Right,1,50.084
Right,1,52.922
Right,1,52.862
Right,1,48.738
Right,1,50.51
Right,1,51.155
Right,1,54.983
Right,1,62.253
Right,1,64.308
Right,1,81.28
Right,1,74.585
Right,1,73.539
Right,1,77.591
Right,1,87.7
Right,1,103.58
Right,1,109.268
Right,1,109.297
Right,1,98.567
Right,1,89.092
Right,1,84.209
Right,1,90.114
Right,1,96.408
Right,1,104.404
Right,1,106.143
Right,1,117.18
Right,1,128.042
Right,1,147.044
Right,1,180.378
Right,1,239.936
Right,1,417.293
Right,1,702.987
Straight,1,0
Left,1,1354.914
Left,1,939.135
Left,1,710.56
Left,1,537.27
Left,1,376.761
Left,1,249.181
Left,1,225.386
Left,1,161.812
Left,1,135.163
Left,1,104.96
Left,1,99.329
Left,1,89.402
Left,1,90.317
Left,1,79.261
Left,1,68.943
Left,1,57.678
Left,1,53.524
Left,1,56.973
Left,1,56.079
Left,1,56.266
Left,1,51.346
Left,1,49.809
Left,1,46.588
Left,1,46.773
Left,1,46.199
Left,1,43.873
Left,1,39.008
Left,1,36.137
Left,1,34.504
Left,1,32.73
Left,1,31.159
Left,1,29.648
Left,1,27.703
Left,1,26.674
Left,1,27.318
Left,1,27.689
Left,1,26.281
Left,1,25.454
Left,1,27.881
Left,1,29.865
Left,1,29.135
Left,1,25.888
Left,1,25.866
Left,1,29.551
Left,1,28.86
Left,1,29.998
Left,1,30.861
Left,1,35.319
Left,1,35.126
Left,1,33.319
Left,1,40.14
Left,1,39.473
Left,1,39.887
Left,1,41.158
Left,1,40.059
Left,1,38.078
Left,1,38.429
Left,1,38.506
Left,1,41.023
Left,1,40.83
Left,1,44.158
Left,1,44.194
Left,1,48.269
Left,1,54.83
Left,1,55.931
Left,1,56.13
Left,1,56.284
Left,1,56.074
Left,1,58.937
Left,1,62.953
Left,1,65.37
Left,1,69.109
Left,1,69.21
Left,1,67.793
Left,1,66.432
Left,1,63.745
Left,1,64.345
Left,1,63.153
Left,1,63.5
Left,1,65.231
Left,1,64.12
Left,1,64.835
Left,1,66.318
Left,1,71.529
Left,1,74.989
Left,1,79.872
Left,1,78.369
Left,1,84.479
Left,1,79.527
Left,1,77.399
Left,1,73.014
Left,1,73.476
Left,1,79.867
Left,1,90.898
Left,1,104.429
Left,1,117.923
Left,1,132.07
Left,1,129.255
Left,1,122.929
Left,1,115.771
Left,1,114.483
Left,1,113.022
Left,1,115.96
Left,1,117.128
Left,1,117.054
Left,1,115.832
Left,1,115.633
Left,1,119.009
Left,1,120.923
Left,1,131.602
Left,1,133.995
Left,1,141.892
Left,1,142.587
Left,1,144.253
Left,1,146.83
Left,1,146.066
Left,1,154.753
Left,1,148.392
Left,1,157.976
Left,1,154.439
Left,1,159.674
Left,1,153.451
Left,1,161.771
Left,1,169.215
Left,1,175.042
Left,1,190.827
Left,1,184.681
Left,1,200.011
Left,1,184.789
Left,1,191.844
Left,1,178.277
Left,1,173.012
Left,1,165.526
Left,1,197.064
Left,1,196.405
Left,1,158.67
Left,1,235.855
Left,1,204.799
Left,1,190.563
Left,1,232.039
Left,1,188.028
Left,1,217.38
Left,1,213.688
Left,1,212.301
Left,1,217.001
Left,1,198.222
Left,1,215.594
Left,1,225.619
Left,1,225.082
Left,1,240.868
Left,1,221.998
Left,1,224.666
Left,1,219.858
Left,1,217.745
Left,1,228.353
Left,1,217.056
Left,1,219.175
Left,1,203.915
Left,1,198.765
Left,1,190.034
Left,1,179.731
Left,1,182.04
Left,1,173.779
Left,1,175.021
Left,1,172.764
Left,1,177.493
Left,1,173.596
Left,1,170.507
Left,1,170.982
Left,1,169.122
Left,1,169.055
Left,1,167.005
Left,1,171.112
Left,1,170.462
Left,1,174.474
Left,1,173.362
Left,1,178.025
Left,1,174.652
Left,1,174.542
Left,1,173.343
Left,1,173.1
Left,1,174.621
Left,1,172.401
Left,1,173.22
Left,1,172.157
Left,1,173.479
Left,1,172.645
Left,1,170.894
Left,1,170.894
Left,1,169.272
Left,1,165.394
Left,1,157.085
Left,1,155.622
Left,1,148.112
Left,1,145.368
Left,1,139.562
Left,1,137.45
Left,1,136.341
Left,1,136.479
Left,1,140.601
Left,1,142.36
Left,1,149.166
Left,1,148.959
Left,1,155.935
Left,1,154.321
Left,1,158.343
Left,1,154.756
Left,1,158.047
Left,1,153.466
Left,1,155.529
Left,1,154.797
Left,1,152.055
Left,1,155.907
Left,1,149.79
Left,1,151.257
Left,1,149.477
Left,1,150.343
Left,1,150.072
Left,1,156.442
Left,1,157.398
Left,1,162.996
Left,1,168.979
Left,1,167.978
Left,1,172.561
Left,1,167.909
Left,1,163.665
Left,1,159.343
Left,1,154.451
Left,1,151.43
Left,1,149.636
Left,1,150.326
Left,1,148.667
Left,1,152.119
Left,1,147.484
Left,1,151.221
Left,1,146.197
Left,1,147.257
Left,1,144.791
Left,1,137.791
Left,1,132.911
Left,1,139.904
Left,1,141.935
Left,1,130.616
Left,1,126.092
Left,1,137.71
Left,1,142.489
Left,1,130.781
Left,1,136.685
Left,1,141.72
Left,1,132.174
Left,1,134.245
Left,1,140.506
Left,1,134.109
Left,1,132.024
Left,1,134.153
Left,1,132.191
Left,1,132.526
Left,1,134.792
Left,1,132.45
Left,1,132.617
Left,1,133.772
Left,1,138.058
Left,1,139.695
Left,1,148.981
Left,1,154.57
Left,1,161.138
Left,1,161.414
Left,1,158.664
Left,1,153.294
Left,1,147.685
Left,1,142.327
Left,1,134.435
Left,1,133.884
Left,1,133.639
Left,1,132.922
Left,1,132.587
Left,1,132.358
Left,1,131.842
Left,1,131.887
Left,1,131.25
Left,1,130.827
Left,1,130.358
Left,1,130.057
Left,1,129.891
Left,1,129.469
Left,1,129.259
Left,1,128.628
Left,1,128.284
Left,1,127.865
Left,1,127.521
Left,1,127.357
Left,1,127.014
Left,1,126.686
Left,1,126.121
Left,1,126.032
Left,1,126.27
Left,1,126.969
Left,1,127.238
Left,1,127.148
Left,1,126.895
Left,1,127.193
Left,1,127.312
Left,1,127.775
Left,1,127.775
Left,1,127.7
Left,1,130.633
Left,1,126.82
Left,1,129.809
Left,1,129.71
Left,1,132.681
Left,1,140.607
Left,1,148.863
Left,1,153.599
Left,1,157.207
Left,1,160.419
Left,1,152.814
Left,1,148.687
Left,1,140.243
Left,1,130.9
Left,1,126.393
Left,1,127.644
Left,1,126.931
Left,1,130.747
Left,1,137.936
Left,1,136.228
Left,1,136.035
Left,1,128.912
Left,1,125.943
Left,1,125.484
Left,1,125.676
Left,1,125.099
Left,1,126.006
Left,1,136.198
Left,1,131.341
Left,1,133.686
Left,1,127.944
Left,1,124.184
Left,1,123.86
Left,1,124.155
Left,1,123.581
Left,1,127.872
Left,1,132.963
Left,1,140.621
Left,1,148.849
Left,1,144.325
Left,1,146.255
Left,1,136.147
Left,1,134.98
Left,1,133.495
Left,1,132.236
Left,1,137.726
Left,1,146.462
Left,1,153.146
Left,1,165.298
Left,1,175
Left,1,171.536
Left,1,178.802
Left,1,170.636
Left,1,164.013
Left,1,156.551
Left,1,149.375
Left,1,144.211
Left,1,140.035
Left,1,141.88
Left,1,139.068
Left,1,141.468
Left,1,138.733
Left,1,140.193
Left,1,138.642
Left,1,138.57
Left,1,141.606
Left,1,141.549
Left,1,147.729
Left,1,144.603
Left,1,151.222
Left,1,146.874
Left,1,148.629
Left,1,146.639
Left,1,145.14
Left,1,141.995
Left,1,135.556
Left,1,134.175
Left,1,134.542
Left,1,134.328
Left,1,135.713
Left,1,146.991
Left,1,151.826
Left,1,165.743
Left,1,176.592
Left,1,182.091
Left,1,180.721
Left,1,180.783
Left,1,175.302
Left,1,174.346
Left,1,176.933
Left,1,180.086
Left,1,190.202
Left,1,198.926
Left,1,204.873
Left,1,210.342
Left,1,202.542
Left,1,196.207
Left,1,182.785
Left,1,175.895
Left,1,170.714
Left,1,168.781
Left,1,167.628
Left,1,164.692
Left,1,163.306
Left,1,163.905
Left,1,158.639
Left,1,155.309
Left,1,153.98
Left,1,148.84
Left,1,149.428
Left,1,147.39
Left,1,151.65
Left,1,153.094
Left,1,162.028
Left,1,162.171
Left,1,170.09
Left,1,174.745
Left,1,178.695
Left,1,181.174
Left,1,187.025
Left,1,189.546
Left,1,190.089
Left,1,191.445
Left,1,190.319
Left,1,191.718
Left,1,196.194
Left,1,204.149
Left,1,219.733
Left,1,240.498
Left,1,270.368
Left,1,333.427
Left,1,420.074
Left,1,568.741
Left,1,819.278
Left,1,777.554
Left,1,651.52
Left,1,568.247
Left,1,415.986
Left,1,332.809
Left,1,285.822
Left,1,265.495
Left,1,243.482
Left,1,266.646
Left,1,259.571
Left,1,290.512
Left,1,341.571
Left,1,393.431
Left,1,442.963
Left,1,484.039
Left,1,501.908
Left,1,542.603
Left,1,510.93
Left,1,476.405
Left,1,475.693
Left,1,437.566
Left,1,484.297
Left,1,474.627
Left,1,513.498
Left,1,629.262
Left,1,771.395
Left,1,1028.856
Left,1,1392.801
Left,1,1867.543
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1568.349
Left,1,1761.786
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1615.387
Left,1,1527.184
Left,1,1532.915
Left,1,1380.587
Left,1,1390.962
Left,1,1533.074
Left,1,1628.014
Left,1,1625.822
Left,1,1476.469
Left,1,1635.107
Left,1,1340.444
Left,1,1133.987
Left,1,1179.591
Left,1,1285.609
Left,1,1557.87
Left,1,1858.945
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1773.972
Left,1,1503.567
Left,1,1156.945
Left,1,1155.289
Left,1,1113.298
Left,1,1114.665
Left,1,1076.175
Left,1,1078.375
Left,1,1044.487
Left,1,1045.871
Left,1,1087.31
Left,1,1170.592
Left,1,1273.562
Left,1,1328.261
Left,1,1534.017
Left,1,1613.937
Left,1,1463.781
Left,1,1537.748
Left,1,1398.235
Left,1,1340.149
Left,1,1283.401
Left,1,1345.706
Left,1,1288.855
Left,1,1351.41
Left,1,1242.297
Left,1,1199.933
Left,1,1200.174
Left,1,1116.798
Left,1,1079.694
Left,1,949.393
Left,1,923.04
Left,1,825.63
Left,1,806.959
Left,1,749.319
Left,1,734.75
Left,1,718.481
Left,1,737.759
Left,1,721.495
Left,1,706.515
Left,1,740.701
Left,1,739.524
Left,1,760.298
Left,1,759.468
Left,1,762.412
Left,1,780.156
Left,1,764.53
Left,1,802.518
Left,1,824.481
Left,1,847.937
Left,1,826.44
Left,1,897.965
Left,1,874.903
Left,1,900.98
Left,1,901.423
Left,1,901.867
Left,1,855.915
Left,1,834.297
Left,1,813.759
Left,1,776.991
Left,1,796.333
Left,1,780.352
Left,1,799.855
Left,1,802.521
Left,1,865.877
Left,1,844.831
Left,1,845.491
Left,1,867.572
Left,1,847.888
Left,1,806.449
Left,1,810.23
Left,1,771.041
Left,1,756.53
Left,1,792.016
Left,1,774.35
Left,1,742.022
Left,1,739.647
Left,1,728.077
Left,1,695.848
Left,1,672.04
Left,1,713.484
Left,1,700.245
Left,1,701.193
Left,1,672.365
Left,1,702.55
Left,1,661.543
Left,1,638.178
Left,1,638.363
Left,1,651.643
Left,1,652.334
Left,1,665.83
Left,1,680.324
Left,1,681.044
Left,1,682.157
Left,1,683.271
Left,1,670.131
Left,1,670.838
Left,1,658.19
Left,1,645.338
Left,1,635.029
Left,1,634.542
Left,1,603.278
Left,1,612.642
Left,1,615.05
Left,1,615.697
Left,1,614.991
Left,1,641.248
Left,1,651.418
Left,1,668.389
Left,1,694.199
Left,1,682.403
Left,1,696.779
Left,1,657.026
Left,1,657.339
Left,1,633.436
Left,1,633.977
Left,1,612.605
Left,1,623.721
Left,1,603.014
Left,1,604.388
Left,1,594.144
Left,1,616.974
Left,1,638.562
Left,1,664.165
Left,1,703.816
Left,1,733.627
Left,1,735.778
Left,1,782.683
Left,1,787.276
Left,1,822.186
Left,1,825.525
Left,1,845.419
Left,1,806.459
Left,1,827.625
Left,1,789.578
Left,1,773.649
Left,1,758.114
Left,1,757.331
Left,1,741.693
Left,1,743.018
Left,1,763.065
Left,1,731.617
Left,1,928.176
Left,1,1160.333
Left,1,1023.499
Left,1,753.846
Left,1,857.987
Left,1,1303.855
Left,1,1321.541
Left,1,735.05
Left,1,633.362
Left,1,782.403
Left,1,892.208
Left,1,726.078
Left,1,727.239
Left,1,944.73
Left,1,925.424
Left,1,722.91
Left,1,722.775
Left,1,925.597
Left,1,1055.38
Left,1,859.724
Left,1,925.424
Left,1,1065.385
Left,1,1037.165
Left,1,822.331
Left,1,884.89
Left,1,979.185
Left,1,907.266
Left,1,845.855
Left,1,867.284
Left,1,934.345
Left,1,829.478
Left,1,867.364
Left,1,936.517
Left,1,986.865
Left,1,937.212
Left,1,964.734
Left,1,1017.575
Left,1,968.312
Left,1,917.516
Left,1,920.322
Left,1,945.142
Left,1,897.875
Left,1,922.961
Left,1,922.961
Left,1,922.961
Left,1,901.614
Left,1,859.916
Left,1,879.011
Left,1,843.865
Left,1,822.759
Left,1,791.238
Left,1,825.492
Left,1,789.928
Left,1,809.034
Left,1,808.439
Left,1,846.508
Left,1,867.229
Left,1,910.285
Left,1,911.288
Left,1,914.05
Left,1,960.22
Left,1,916.397
Left,1,916.061
Left,1,916.984
Left,1,918.494
Left,1,854.618
Left,1,802.559
Left,1,818.134
Left,1,769.168
Left,1,725.456
Left,1,698.523
Left,1,712.353
Left,1,688.581
Left,1,700.311
Left,1,701.844
Left,1,703.444
Left,1,701.525
Left,1,704.981
Left,1,730.566
Left,1,718.609
Left,1,762.765
Left,1,747.741
Left,1,794.691
Left,1,782.083
Left,1,814.846
Left,1,766.927
Left,1,768.039
Left,1,782.083
Left,1,783.855
Left,1,767.414
Left,1,784.423
Left,1,801.562
Left,1,801.2
Left,1,803.448
Left,1,772.076
Left,1,742.247
Left,1,715.273
Left,1,678.483
Left,1,676.954
Left,1,646.363
Left,1,645.141
Left,1,625.569
Left,1,637.256
Left,1,626.132
Left,1,628.22
Left,1,639.896
Left,1,661.053
Left,1,672.571
Left,1,699.034
Left,1,724.209
Left,1,676.806
Left,1,675.777
Left,1,652.958
Left,1,643.002
Left,1,613.026
Left,1,613.356
Left,1,604.568
Left,1,614.289
Left,1,604.839
Left,1,597.434
Left,1,596.901
Left,1,589.569
Left,1,598.662
Left,1,598.075
Left,1,619.08
Left,1,638.424
Left,1,629.635
Left,1,630.476
Left,1,631.262
Left,1,662.177
Left,1,643.042
Left,1,674.42
Left,1,675.139
Left,1,688.612
Left,1,643.557
Left,1,623.722
Left,1,615.108
Left,1,605.627
Left,1,587.085
Left,1,580.839
Left,1,605.735
Left,1,598.495
Left,1,598.919
Left,1,581.302
Left,1,601.042
Left,1,567.732
Left,1,544.909
Left,1,523.817
Left,1,498.038
Left,1,484.922
Left,1,462.177
Left,1,459.808
Left,1,447.326
Left,1,434.66
Left,1,432.54
Left,1,446.858
Left,1,470.073
Left,1,478.737
Left,1,494.689
Left,1,511.773
Left,1,568.133
Left,1,600.036
Left,1,649.677
Left,1,670.235
Left,1,735.462
Left,1,792.329
Left,1,878.439
Left,1,934.092
Left,1,1217.903
Left,1,1602.418
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Straight,1,0
Left,1,1723.779
Left,1,1103.966
Left,1,1030.06
Left,1,852.92
Left,1,687.415
Left,1,654.237
Left,1,641.429
Left,1,527.095
Left,1,553.755
Left,1,531.894
Left,1,446.112
Left,1,411.78
Left,1,465.411
Left,1,494.098
Left,1,451.584
Left,1,472.918
Left,1,583.135
Left,1,459.797
Left,1,425.541
Left,1,482.423
Left,1,432.178
Left,1,419.69
Left,1,648.319
Left,1,584.756
Left,1,406.728
Left,1,505.397
Left,1,497.934
Left,1,312.645
Left,1,424.785
Left,1,575.686
Left,1,362.515
Left,1,418.469
Left,1,605.728
Left,1,329.824
Left,1,339.767
Left,1,346.991
Left,1,299.915
Left,1,338.385
Left,1,352.079
Left,1,329.441
Left,1,318.642
Left,1,321.321
Left,1,319.56
Left,1,315.331
Left,1,349.572
Left,1,280.292
Left,1,302.281
Left,1,329.56
Left,1,197.829
Left,1,190.87
Left,1,253.919
Left,1,191.724
Left,1,275.916
Left,1,271.989
Left,1,302.886
Left,1,405.851
Left,1,294.077
Left,1,411.825
Left,1,287.583
Left,1,278.793
Left,1,228.123
Left,1,215.197
Left,1,218.686
Left,1,220.416
Left,1,209.449
Left,1,197.253
Left,1,170.18
Left,1,129.923
Left,1,122.576
Left,1,105.167
Left,1,106.951
Left,1,102.942
Left,1,94.496
Left,1,83.277
Left,1,89.864
Left,1,77.119
Left,1,84.146
Left,1,70.933
Left,1,74.589
Left,1,65.047
Left,1,67.627
Left,1,60.336
Left,1,59.303
Left,1,54.122
Left,1,54.476
Left,1,51.819
Left,1,50.727
Left,1,51.71
Left,1,52.403
Left,1,53.027
Left,1,50.571
Left,1,49.283
Left,1,48.201
Left,1,49.639
Left,1,51.203
Left,1,51.259
Left,1,52.246
Left,1,52.752
Left,1,51.464
Left,1,50.049
Left,1,46.824
Left,1,47.717
Left,1,52.516
Left,1,58.326
Left,1,57.696
Left,1,62.116
Left,1,76.421
Left,1,71.196
Left,1,63.51
Left,1,59.98
Left,1,60.58
Left,1,67.844
Left,1,66.762
Left,1,66.655
Left,1,71.323
Left,1,64.396
Left,1,67.418
Left,1,67.62
Left,1,69.662
Left,1,86.162
Left,1,95.825
Left,1,75.821
Left,1,72.618
Left,1,68.852
Left,1,57.537
Left,1,57.914
Left,1,60.599
Left,1,64.854
Left,1,70.909
Left,1,81.652
Left,1,81.141
Left,1,85.012
Left,1,75.078
Left,1,72.345
Left,1,69.45
Left,1,73.67
Left,1,74.792
Left,1,80.149
Left,1,85.148
Left,1,84.849
Left,1,83.3
Left,1,80.624
Left,1,81.988
Left,1,85.126
Left,1,89.915
Left,1,91.251
Left,1,96.83
Left,1,99.056
Left,1,100.479
Left,1,104.419
Left,1,108.275
Left,1,114.188
Left,1,117.594
Left,1,121.775
Left,1,124.009
Left,1,126.035
Left,1,127.945
Left,1,123.385
Left,1,126.636
Left,1,123.232
Left,1,126.931
Left,1,130.026
Left,1,140.966
Left,1,144.699
Left,1,149.56
Left,1,153.699
Left,1,147.913
Left,1,155.247
Left,1,151.75
Left,1,170.072
Left,1,174.531
Left,1,198.117
Left,1,210.027
Left,1,215.598
Left,1,297.273
Left,1,340.729
Left,1,278.906
Left,1,552.321
Left,1,603.407
Left,1,494.321
Left,1,1170.34
Left,1,722.31
Straight,1,0
Straight,1,0
Straight,1,0
Right,1,769.718
Right,1,865.174
Right,1,420.417
Right,1,388.499
Right,1,311.463
Right,1,283.389
Right,1,263.366
Right,1,242.474
Right,1,242.688
Right,1,222.215
Right,1,205.509
Right,1,186.716
Right,1,174.064
Right,1,173.236
Right,1,173.308
Right,1,175.134
Right,1,175.399
Right,1,182.865
Right,1,186.928
Right,1,188.671
Right,1,184.971
Right,1,182.367
Right,1,177.398
Right,1,170.626
Right,1,168.513
Right,1,167.41
Right,1,167.335
Right,1,162.774
Right,1,164.302
Right,1,160.01
Right,1,160.317
Right,1,156.197
Right,1,153.588
Right,1,149.929
Right,1,149.288
Right,1,147.672
Right,1,143.806
Right,1,145.624
Right,1,144.223
Right,1,144.097
Right,1,143.193
Right,1,143.006
Right,1,143.303
Right,1,141.148
Right,1,140.465
Right,1,139.54
Right,1,140.71
Right,1,140.367
Right,1,138.982
Right,1,138.823
Right,1,137.291
Right,1,134.963
Right,1,130.716
Right,1,129.428
Right,1,130.505
Right,1,130.431
Right,1,130.003
Right,1,132.465
Right,1,133.388
Right,1,135.867
Right,1,134.06
Right,1,133.265
Right,1,132.538
Right,1,132.67
Right,1,131.145
Right,1,130.656
Right,1,131.018
Right,1,130.361
Right,1,129.713
Right,1,127.833
Right,1,128.13
Right,1,129.556
Right,1,130.821
Right,1,132.557
Right,1,135.867
Right,1,136.918
Right,1,135.047
Right,1,133.213
Right,1,129.58
Right,1,130.403
Right,1,130.81
Right,1,132.216
Right,1,137.936
Right,1,140.761
Right,1,144.572
Right,1,144.881
Right,1,147.017
Right,1,144.199
Right,1,145.657
Right,1,141.849
Right,1,149.332
Right,1,145.226
Right,1,143.047
Right,1,145.829
Right,1,141.828
Right,1,142.44
Right,1,146.126
Right,1,147.944
Right,1,156.482
Right,1,161.176
Right,1,158.164
Right,1,157.672
Right,1,153.563
Right,1,146.185
Right,1,146.016
Right,1,144.156
Right,1,147.054
Right,1,155.181
Right,1,151.425
Right,1,153.025
Right,1,153.797
Right,1,150.236
Right,1,149.505
Right,1,148.659
Right,1,144.403
Right,1,147.171
Right,1,146.059
Right,1,143.188
Right,1,143.305
Right,1,140.976
Right,1,139.443
Right,1,139.864
Right,1,141.811
Right,1,143.364
Right,1,151.208
Right,1,155.162
Right,1,161.588
Right,1,166.758
Right,1,166.896
Right,1,161.495
Right,1,160.789
Right,1,155.105
